Run,Implementation,Mode,TestName,isPass,ErrorIEV,OutputFile,packet_event,packet_event_retry,packet_event_vn,packet_event_0rtt,packet_event_coal_0rtt,frame.stream,ivy_error,implementation_error,app_send_event,tls_recv_event,recv_packet,recv_packet_retry,handshake_done,tls.finished,recv_packet_vn,recv_packet_0rtt,undecryptable_packet_event,version_not_found_event,NbPktSend,version_not_found
10,picoquic,client,quic_client_test_0rtt,True,,/QUIC-FormalVerification/QUIC-Ivy/doc/examples/quic/test/temp/10/quic_client_test_0rtt0.iev,40,0,0,0,0,5,0,0,0,80,23,0,2,4,0,0,1,,60.0,0.0
11,picoquic,client,quic_client_test_0rtt,False,"ivy_return_code(1) assumption_failed(""require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0;  # [5]"")",/QUIC-FormalVerification/QUIC-Ivy/doc/examples/quic/test/temp/11/quic_client_test_0rtt1.iev,43,0,0,0,0,4,1,0,0,60,24,0,2,4,0,0,1,,62.0,0.0
12,picoquic,client,quic_client_test_0rtt,False,,/QUIC-FormalVerification/QUIC-Ivy/doc/examples/quic/test/temp/12/quic_client_test_0rtt2.iev,23,0,0,0,0,2,2,0,0,15,26,0,2,4,0,0,1,,51.0,0.0
13,picoquic,client,quic_client_test_0rtt,False,"ivy_return_code(1) assumption_failed(""require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0;  # [5]"")",/QUIC-FormalVerification/QUIC-Ivy/doc/examples/quic/test/temp/13/quic_client_test_0rtt3.iev,30,0,0,0,0,5,1,0,0,56,27,0,2,4,0,0,1,,54.0,0.0
14,picoquic,client,quic_client_test_0rtt,False,"ivy_return_code(1) assumption_failed(""require conn_total_data(the_cid) > 0;"")",/QUIC-FormalVerification/QUIC-Ivy/doc/examples/quic/test/temp/14/quic_client_test_0rtt4.iev,39,0,0,0,0,2,1,0,0,103,16,0,2,4,0,0,1,,52.0,0.0
15,picoquic,client,quic_client_test_0rtt,False,,/QUIC-FormalVerification/QUIC-Ivy/doc/examples/quic/test/temp/15/quic_client_test_0rtt5.iev,12,0,0,0,0,0,2,0,0,7,12,0,2,5,0,0,0,,18.0,0.0
16,picoquic,client,quic_client_test_0rtt,False,"ivy_return_code(1) assumption_failed(""require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0;  # [5]"")",/QUIC-FormalVerification/QUIC-Ivy/doc/examples/quic/test/temp/16/quic_client_test_0rtt6.iev,33,0,0,0,0,3,1,0,0,46,26,0,2,4,0,0,1,,55.0,0.0
17,picoquic,client,quic_client_test_0rtt,True,,/QUIC-FormalVerification/QUIC-Ivy/doc/examples/quic/test/temp/17/quic_client_test_0rtt7.iev,41,0,0,0,0,8,0,0,0,63,29,0,2,4,0,0,1,,67.0,0.0
18,picoquic,client,quic_client_test_0rtt,False,,/QUIC-FormalVerification/QUIC-Ivy/doc/examples/quic/test/temp/18/quic_client_test_0rtt8.iev,9,0,0,0,0,0,2,0,0,13,12,0,2,5,0,0,0,,20.0,0.0
19,picoquic,client,quic_client_test_0rtt,False,,/QUIC-FormalVerification/QUIC-Ivy/doc/examples/quic/test/temp/19/quic_client_test_0rtt9.iev,11,0,0,0,0,2,2,0,0,28,16,0,2,4,0,0,0,,28.0,0.0
20,picoquic,client,quic_client_test_0rtt,False,,/QUIC-FormalVerification/QUIC-Ivy/doc/examples/quic/test/temp/20/quic_client_test_0rtt0.iev,22,0,0,0,0,4,2,0,0,29,21,0,2,4,0,0,0,,41.0,0.0
21,picoquic,client,quic_client_test_0rtt,False,"ivy_return_code(1) assumption_failed(""require num_queued_frames(scid) > 0;  # [7]"")",/QUIC-FormalVerification/QUIC-Ivy/doc/examples/quic/test/temp/21/quic_client_test_0rtt1.iev,15,0,0,0,0,3,1,0,0,64,18,0,2,4,0,0,0,,31.0,0.0
22,picoquic,client,quic_client_test_0rtt,False,"ivy_return_code(1) assumption_failed(""require num_queued_frames(scid) > 0;  # [7]"")",/QUIC-FormalVerification/QUIC-Ivy/doc/examples/quic/test/temp/22/quic_client_test_0rtt2.iev,17,0,0,0,0,1,1,0,0,68,18,0,2,4,0,0,0,,38.0,0.0
23,picoquic,client,quic_client_test_0rtt,False,"ivy_return_code(1) assumption_failed(""require num_queued_frames(scid) > 0;  # [7]"")",/QUIC-FormalVerification/QUIC-Ivy/doc/examples/quic/test/temp/23/quic_client_test_0rtt3.iev,17,0,0,0,0,1,1,0,0,72,20,0,2,4,0,0,0,,37.0,0.0
24,picoquic,client,quic_client_test_0rtt,False,"ivy_return_code(1) assumption_failed(""require num_queued_frames(scid) > 0;  # [7]"")",/QUIC-FormalVerification/QUIC-Ivy/doc/examples/quic/test/temp/24/quic_client_test_0rtt4.iev,14,0,0,0,0,1,1,0,0,62,20,0,2,4,0,0,0,,29.0,0.0
25,picoquic,client,quic_client_test_0rtt,False,"ivy_return_code(1) assumption_failed(""require num_queued_frames(scid) > 0;  # [7]"")",/QUIC-FormalVerification/QUIC-Ivy/doc/examples/quic/test/temp/25/quic_client_test_0rtt5.iev,25,0,0,0,0,1,1,0,0,54,27,0,2,4,0,0,0,,53.0,0.0
26,picoquic,client,quic_client_test_0rtt,False,,/QUIC-FormalVerification/QUIC-Ivy/doc/examples/quic/test/temp/26/quic_client_test_0rtt6.iev,16,0,0,0,0,1,2,0,0,23,17,0,2,4,0,0,0,,35.0,0.0
27,picoquic,client,quic_client_test_0rtt,False,"ivy_return_code(1) assumption_failed(""require num_queued_frames(scid) > 0;  # [7]"")",/QUIC-FormalVerification/QUIC-Ivy/doc/examples/quic/test/temp/27/quic_client_test_0rtt7.iev,14,0,0,0,0,2,1,0,0,66,18,0,1,4,0,0,0,,30.0,0.0
28,picoquic,client,quic_client_test_0rtt,False,,/QUIC-FormalVerification/QUIC-Ivy/doc/examples/quic/test/temp/28/quic_client_test_0rtt8.iev,15,0,0,0,0,2,2,0,0,26,21,0,2,4,0,0,0,,37.0,0.0
29,picoquic,client,quic_client_test_0rtt,False,"ivy_return_code(1) assumption_failed(""require num_queued_frames(scid) > 0;  # [7]"")",/QUIC-FormalVerification/QUIC-Ivy/doc/examples/quic/test/temp/29/quic_client_test_0rtt9.iev,24,0,0,0,0,2,1,0,0,50,24,0,2,4,0,0,0,,49.0,0.0
30,picoquic,client,quic_client_test_0rtt_invalid,False,,/QUIC-FormalVerification/QUIC-Ivy/doc/examples/quic/test/temp/30/quic_client_test_0rtt_invalid0.iev,12,0,0,0,0,1,2,0,0,11,14,0,1,4,0,0,0,,24.0,0.0
31,picoquic,client,quic_client_test_0rtt_invalid,False,,/QUIC-FormalVerification/QUIC-Ivy/doc/examples/quic/test/temp/31/quic_client_test_0rtt_invalid1.iev,16,0,0,0,0,2,2,0,0,20,17,0,2,4,0,0,0,,33.0,0.0
32,picoquic,client,quic_client_test_0rtt_invalid,True,"ivy_return_code(1) assumption_failed(""require num_queued_frames(scid) > 0;  # [7]"")",/QUIC-FormalVerification/QUIC-Ivy/doc/examples/quic/test/temp/32/quic_client_test_0rtt_invalid2.iev,22,0,0,0,0,6,1,0,0,54,23,0,2,4,0,0,0,,47.0,0.0
33,picoquic,client,quic_client_test_0rtt_invalid,False,,/QUIC-FormalVerification/QUIC-Ivy/doc/examples/quic/test/temp/33/quic_client_test_0rtt_invalid3.iev,17,0,0,0,0,2,2,0,0,33,17,0,2,4,0,0,0,,36.0,0.0
34,picoquic,client,quic_client_test_0rtt_invalid,False,,/QUIC-FormalVerification/QUIC-Ivy/doc/examples/quic/test/temp/34/quic_client_test_0rtt_invalid4.iev,32,0,0,0,0,2,2,0,0,41,20,0,2,4,0,0,0,,52.0,0.0
35,picoquic,client,quic_client_test_0rtt_invalid,True,"ivy_return_code(1) assumption_failed(""require num_queued_frames(scid) > 0;  # [7]"")",/QUIC-FormalVerification/QUIC-Ivy/doc/examples/quic/test/temp/35/quic_client_test_0rtt_invalid5.iev,24,0,0,0,0,5,1,0,0,39,26,0,2,4,0,0,0,,48.0,0.0
36,picoquic,client,quic_client_test_0rtt_invalid,True,"ivy_return_code(1) assumption_failed(""require num_queued_frames(scid) > 0;  # [7]"")",/QUIC-FormalVerification/QUIC-Ivy/doc/examples/quic/test/temp/36/quic_client_test_0rtt_invalid6.iev,18,0,0,0,0,2,1,0,0,78,15,0,2,4,0,0,0,,33.0,0.0
37,picoquic,client,quic_client_test_0rtt_invalid,True,"ivy_return_code(1) assumption_failed(""require num_queued_frames(scid) > 0;  # [7]"")",/QUIC-FormalVerification/QUIC-Ivy/doc/examples/quic/test/temp/37/quic_client_test_0rtt_invalid7.iev,16,0,0,0,0,2,1,0,0,68,15,0,1,4,0,0,0,,25.0,0.0
38,picoquic,client,quic_client_test_0rtt_invalid,True,"ivy_return_code(1) assumption_failed(""require num_queued_frames(scid) > 0;  # [7]"")",/QUIC-FormalVerification/QUIC-Ivy/doc/examples/quic/test/temp/38/quic_client_test_0rtt_invalid8.iev,21,0,0,0,0,3,1,0,0,64,14,0,2,4,0,0,0,,32.0,0.0
39,picoquic,client,quic_client_test_0rtt_invalid,False,,/QUIC-FormalVerification/QUIC-Ivy/doc/examples/quic/test/temp/39/quic_client_test_0rtt_invalid9.iev,14,0,0,0,0,2,2,0,0,16,18,0,2,4,0,0,0,,29.0,0.0
